path,metalness,emissive,roughness,subsurface
textures\blocks\glazed_terracotta_gray.png,0,0,255,255
textures\blocks\glazed_terracotta_green.png,0,0,255,255
textures\blocks\glazed_terracotta_light_blue.png,0,0,255,255
textures\blocks\glazed_terracotta_lime.png,0,0,255,255
textures\blocks\glazed_terracotta_magenta.png,0,0,255,255
textures\blocks\glazed_terracotta_orange.png,0,0,255,255
textures\blocks\glazed_terracotta_pink.png,0,0,255,255
textures\blocks\glazed_terracotta_purple.png,0,0,255,255
textures\blocks\glazed_terracotta_red.png,0,0,255,255
textures\blocks\glazed_terracotta_silver.png,0,0,255,255
textures\blocks\glazed_terracotta_white.png,0,0,255,255
textures\blocks\glazed_terracotta_yellow.png,0,0,255,255
textures\blocks\glow_item_frame.png,0,0,255,255
textures\blocks\glow_lichen.png,0,0,255,255
textures\blocks\glowing_obsidian.png,0,0,255,255
textures\blocks\glowstone.png,0,0,255,255
textures\blocks\gold_block.png,0,0,255,255
textures\blocks\gold_ore.png,0,0,255,255
textures\blocks\grass_block_snow.png,0,0,255,255
textures\blocks\grass_carried.png,0,0,255,255
textures\blocks\grass_path_side.png,0,0,255,255
textures\blocks\grass_path_top.png,0,0,255,255
textures\blocks\grass_side.png,0,0,255,255
textures\blocks\grass_side.tga,0,0,255,255
textures\blocks\grass_side_carried.png,0,0,255,255
textures\blocks\grass_side_snowed.png,0,0,255,255
textures\blocks\grass_side_snowed.tga,0,0,255,255
textures\blocks\grass_top.png,0,0,255,255
textures\blocks\gravel.png,0,0,255,255
textures\blocks\grindstone_pivot.png,0,0,255,255
textures\blocks\grindstone_pivot.tga,0,0,255,255
textures\blocks\grindstone_round.png,0,0,255,255
textures\blocks\grindstone_round.tga,0,0,255,255
textures\blocks\grindstone_side.png,0,0,255,255
textures\blocks\grindstone_side.tga,0,0,255,255
textures\blocks\guster_pottery_pattern.png,0,0,255,255
textures\blocks\hanging_roots.png,0,0,255,255
textures\blocks\hardened_clay.png,0,0,255,255
textures\blocks\hardened_clay_stained_black.png,0,0,255,255
textures\blocks\hardened_clay_stained_blue.png,0,0,255,255
textures\blocks\hardened_clay_stained_brown.png,0,0,255,255
textures\blocks\hardened_clay_stained_cyan.png,0,0,255,255
textures\blocks\hardened_clay_stained_gray.png,0,0,255,255
textures\blocks\hardened_clay_stained_green.png,0,0,255,255
textures\blocks\hardened_clay_stained_light_blue.png,0,0,255,255
textures\blocks\hardened_clay_stained_lime.png,0,0,255,255
textures\blocks\hardened_clay_stained_magenta.png,0,0,255,255
textures\blocks\hardened_clay_stained_orange.png,0,0,255,255
textures\blocks\hardened_clay_stained_pink.png,0,0,255,255
textures\blocks\hardened_clay_stained_purple.png,0,0,255,255
textures\blocks\hardened_clay_stained_red.png,0,0,255,255
textures\blocks\hardened_clay_stained_silver.png,0,0,255,255
textures\blocks\hardened_clay_stained_white.png,0,0,255,255
textures\blocks\hardened_clay_stained_yellow.png,0,0,255,255
textures\blocks\hay_block_side.png,0,0,255,255
textures\blocks\hay_block_top.png,0,0,255,255
textures\blocks\heart_pottery_pattern.png,0,0,255,255
textures\blocks\heartbreak_pottery_pattern.png,0,0,255,255
textures\blocks\heavy_core.png,0,0,255,255
textures\blocks\honey_bottom.png,0,0,255,255
textures\blocks\honey_side.png,0,0,255,255
textures\blocks\honey_top.png,0,0,255,255
textures\blocks\honeycomb.png,0,0,255,255
textures\blocks\hopper_inside.png,0,0,255,255
textures\blocks\hopper_outside.png,0,0,255,255
textures\blocks\hopper_top.png,0,0,255,255
textures\blocks\howl_pottery_pattern.png,0,0,255,255
textures\blocks\huge_fungus\crimson_door_lower.png,0,0,255,255
textures\blocks\huge_fungus\crimson_door_top.png,0,0,255,255
textures\blocks\huge_fungus\crimson_log_side.png,0,0,255,255
textures\blocks\huge_fungus\crimson_log_top.png,0,0,255,255
textures\blocks\huge_fungus\crimson_planks.png,0,0,255,255
textures\blocks\huge_fungus\crimson_trapdoor.png,0,0,255,255
textures\blocks\huge_fungus\stripped_crimson_stem_side.png,0,0,255,255
textures\blocks\huge_fungus\stripped_crimson_stem_top.png,0,0,255,255
textures\blocks\huge_fungus\stripped_warped_stem_side.png,0,0,255,255
textures\blocks\huge_fungus\stripped_warped_stem_top.png,0,0,255,255
textures\blocks\huge_fungus\warped_door_lower.png,0,0,255,255
textures\blocks\huge_fungus\warped_door_top.png,0,0,255,255
textures\blocks\huge_fungus\warped_planks.png,0,0,255,255
textures\blocks\huge_fungus\warped_stem_side.png,0,0,255,255
textures\blocks\huge_fungus\warped_stem_top.png,0,0,255,255
textures\blocks\huge_fungus\warped_trapdoor.png,0,0,255,255
textures\blocks\ice.png,0,0,255,255
textures\blocks\ice_packed.png,0,0,255,255
textures\blocks\iron_bars.png,0,0,255,255
textures\blocks\iron_block.png,0,0,255,255
textures\blocks\iron_ore.png,0,0,255,255
textures\blocks\iron_trapdoor.png,0,0,255,255
textures\blocks\itemframe_background.png,0,0,255,255
textures\blocks\jigsaw_back.png,0,0,255,255
textures\blocks\jigsaw_front.png,0,0,255,255
textures\blocks\jigsaw_lock.png,0,0,255,255
textures\blocks\jigsaw_side.png,0,0,255,255
textures\blocks\jukebox_side.png,0,0,255,255
textures\blocks\jukebox_top.png,0,0,255,255
textures\blocks\jungle_trapdoor.png,0,0,255,255
textures\blocks\kelp_a.png,0,0,255,255
textures\blocks\kelp_a.tga,0,0,255,255
textures\blocks\kelp_b.png,0,0,255,255
textures\blocks\kelp_b.tga,0,0,255,255
textures\blocks\kelp_c.png,0,0,255,255
textures\blocks\kelp_c.tga,0,0,255,255
textures\blocks\kelp_d.png,0,0,255,255
textures\blocks\kelp_d.tga,0,0,255,255
textures\blocks\kelp_top.png,0,0,255,255
textures\blocks\kelp_top.tga,0,0,255,255
textures\blocks\kelp_top_bulb.png,0,0,255,255
textures\blocks\kelp_top_bulb.tga,0,0,255,255
textures\blocks\ladder.png,0,0,255,255
textures\blocks\lantern.png,0,0,255,255
textures\blocks\lapis_block.png,0,0,255,255
textures\blocks\lapis_ore.png,0,0,255,255
textures\blocks\large_amethyst_bud.png,0,0,255,255
textures\blocks\lava_flow.png,0,0,255,255
textures\blocks\lava_placeholder.png,0,0,255,255
textures\blocks\lava_still.png,0,0,255,255
textures\blocks\leaves_acacia.png,0,0,255,255
textures\blocks\leaves_acacia.tga,0,0,255,255
textures\blocks\leaves_acacia_carried.png,0,0,255,255
textures\blocks\leaves_acacia_carried.tga,0,0,255,255
textures\blocks\leaves_acacia_opaque.png,0,0,255,255
textures\blocks\leaves_big_oak.png,0,0,255,255
textures\blocks\leaves_big_oak.tga,0,0,255,255
textures\blocks\leaves_big_oak_carried.png,0,0,255,255
textures\blocks\leaves_big_oak_carried.tga,0,0,255,255
textures\blocks\leaves_big_oak_opaque.png,0,0,255,255
textures\blocks\leaves_birch.png,0,0,255,255
textures\blocks\leaves_birch.tga,0,0,255,255
textures\blocks\leaves_birch_carried.png,0,0,255,255
textures\blocks\leaves_birch_carried.tga,0,0,255,255
textures\blocks\leaves_birch_opaque.png,0,0,255,255
textures\blocks\leaves_jungle.png,0,0,255,255
textures\blocks\leaves_jungle.tga,0,0,255,255
textures\blocks\leaves_jungle_carried.png,0,0,255,255
textures\blocks\leaves_jungle_carried.tga,0,0,255,255
textures\blocks\leaves_jungle_opaque.png,0,0,255,255
textures\blocks\leaves_oak.png,0,0,255,255
textures\blocks\leaves_oak.tga,0,0,255,255
textures\blocks\leaves_oak_carried.png,0,0,255,255
textures\blocks\leaves_oak_carried.tga,0,0,255,255
textures\blocks\leaves_oak_opaque.png,0,0,255,255
textures\blocks\leaves_spruce.png,0,0,255,255
textures\blocks\leaves_spruce.tga,0,0,255,255
textures\blocks\leaves_spruce_carried.png,0,0,255,255
textures\blocks\leaves_spruce_carried.tga,0,0,255,255
textures\blocks\leaves_spruce_opaque.png,0,0,255,255
textures\blocks\lectern_base.png,0,0,255,255
textures\blocks\lectern_front.png,0,0,255,255
textures\blocks\lectern_sides.png,0,0,255,255
textures\blocks\lectern_top.png,0,0,255,255
textures\blocks\lever.png,0,0,255,255
textures\blocks\lightning_rod.png,0,0,255,255
textures\blocks\lodestone_side.png,0,0,255,255
textures\blocks\lodestone_top.png,0,0,255,255
textures\blocks\log_acacia.png,0,0,255,255
textures\blocks\log_acacia_top.png,0,0,255,255
textures\blocks\log_big_oak.png,0,0,255,255
textures\blocks\log_big_oak_top.png,0,0,255,255
textures\blocks\log_birch.png,0,0,255,255
textures\blocks\log_birch_top.png,0,0,255,255
textures\blocks\log_jungle.png,0,0,255,255
textures\blocks\log_jungle_top.png,0,0,255,255
textures\blocks\log_oak.png,0,0,255,255
textures\blocks\log_oak_top.png,0,0,255,255
textures\blocks\log_spruce.png,0,0,255,255
textures\blocks\log_spruce_top.png,0,0,255,255
textures\blocks\loom_bottom.png,0,0,255,255
textures\blocks\loom_front.png,0,0,255,255
textures\blocks\loom_side.png,0,0,255,255
textures\blocks\loom_top.png,0,0,255,255
textures\blocks\magma.png,0,0,255,255
textures\blocks\mangrove_door_bottom.png,0,0,255,255
textures\blocks\mangrove_door_top.png,0,0,255,255
textures\blocks\mangrove_leaves.png,0,0,255,255
textures\blocks\mangrove_leaves.tga,0,0,255,255
textures\blocks\mangrove_leaves_carried.png,0,0,255,255
textures\blocks\mangrove_leaves_carried.tga,0,0,255,255
textures\blocks\mangrove_log_side.png,0,0,255,255
textures\blocks\mangrove_log_top.png,0,0,255,255
textures\blocks\mangrove_planks.png,0,0,255,255
textures\blocks\mangrove_propagule.png,0,0,255,255
textures\blocks\mangrove_propagule_hanging.png,0,0,255,255
textures\blocks\mangrove_roots_side.png,0,0,255,255
textures\blocks\mangrove_roots_top.png,0,0,255,255
textures\blocks\mangrove_trapdoor.png,0,0,255,255
textures\blocks\medium_amethyst_bud.png,0,0,255,255
textures\blocks\melon_side.png,0,0,255,255
textures\blocks\melon_stem_connected.png,0,0,255,255
textures\blocks\melon_stem_disconnected.png,0,0,255,255
textures\blocks\melon_top.png,0,0,255,255
textures\blocks\miner_pottery_pattern.png,0,0,255,255
textures\blocks\missing_tile.png,0,0,255,255
textures\blocks\mob_spawner.png,0,0,255,255
textures\blocks\moss_block.png,0,0,255,255
textures\blocks\mourner_pottery_pattern.png,0,0,255,255
textures\blocks\mud.png,0,0,255,255
textures\blocks\mud_bricks.png,0,0,255,255
textures\blocks\muddy_mangrove_roots_side.png,0,0,255,255
textures\blocks\muddy_mangrove_roots_top.png,0,0,255,255
textures\blocks\mushroom_block_inside.png,0,0,255,255
textures\blocks\mushroom_block_skin_brown.png,0,0,255,255
textures\blocks\mushroom_block_skin_red.png,0,0,255,255
textures\blocks\mushroom_block_skin_stem.png,0,0,255,255
textures\blocks\mushroom_brown.png,0,0,255,255
textures\blocks\mushroom_red.png,0,0,255,255
textures\blocks\mycelium_side.png,0,0,255,255
textures\blocks\mycelium_top.png,0,0,255,255
textures\blocks\nether_brick.png,0,0,255,255
textures\blocks\nether_gold_ore.png,0,0,255,255
textures\blocks\nether_sprouts.png,0,0,255,255
textures\blocks\nether_wart_block.png,0,0,255,255
textures\blocks\nether_wart_stage_0.png,0,0,255,255
textures\blocks\nether_wart_stage_1.png,0,0,255,255
textures\blocks\nether_wart_stage_2.png,0,0,255,255
textures\blocks\netherite_block.png,0,0,255,255
textures\blocks\netherrack.png,0,0,255,255
textures\blocks\noteblock.png,0,0,255,255
textures\blocks\observer_back.png,0,0,255,255
textures\blocks\observer_back_lit.png,0,0,255,255
textures\blocks\observer_front.png,0,0,255,255
textures\blocks\observer_side.png,0,0,255,255
textures\blocks\observer_top.png,0,0,255,255
textures\blocks\obsidian.png,0,0,255,255
textures\blocks\ochre_froglight_side.png,0,0,255,255
textures\blocks\ochre_froglight_top.png,0,0,255,255
textures\blocks\oxidized_chiseled_copper.png,0,0,255,255
textures\blocks\oxidized_copper.png,0,0,255,255
textures\blocks\oxidized_copper_bulb.png,0,0,255,255
textures\blocks\oxidized_copper_bulb_lit.png,0,0,255,255
textures\blocks\oxidized_copper_bulb_lit_powered.png,0,0,255,255
textures\blocks\oxidized_copper_bulb_powered.png,0,0,255,255
textures\blocks\oxidized_copper_door_bottom.png,0,0,255,255
textures\blocks\oxidized_copper_door_top.png,0,0,255,255
textures\blocks\oxidized_copper_grate.png,0,0,255,255
textures\blocks\oxidized_copper_trapdoor.png,0,0,255,255
textures\blocks\oxidized_cut_copper.png,0,0,255,255
textures\blocks\packed_mud.png,0,0,255,255
textures\blocks\pearlescent_froglight_side.png,0,0,255,255
textures\blocks\pearlescent_froglight_top.png,0,0,255,255
textures\blocks\pink_petals.png,0,0,255,255
textures\blocks\pink_petals_stem.png,0,0,255,255
textures\blocks\piston_bottom.png,0,0,255,255
textures\blocks\piston_inner.png,0,0,255,255
textures\blocks\piston_side.png,0,0,255,255
textures\blocks\piston_top_normal.png,0,0,255,255
textures\blocks\piston_top_sticky.png,0,0,255,255
textures\blocks\pitcher_crop_bottom.png,0,0,255,255
textures\blocks\pitcher_crop_bottom_stage_1.png,0,0,255,255
textures\blocks\pitcher_crop_bottom_stage_2.png,0,0,255,255
textures\blocks\pitcher_crop_bottom_stage_3.png,0,0,255,255
textures\blocks\pitcher_crop_bottom_stage_4.png,0,0,255,255
textures\blocks\pitcher_crop_side.png,0,0,255,255
textures\blocks\pitcher_crop_top.png,0,0,255,255
textures\blocks\pitcher_crop_top_stage_3.png,0,0,255,255
textures\blocks\pitcher_crop_top_stage_4.png,0,0,255,255
textures\blocks\planks_acacia.png,0,0,255,255
textures\blocks\planks_big_oak.png,0,0,255,255
textures\blocks\planks_birch.png,0,0,255,255
textures\blocks\planks_jungle.png,0,0,255,255
textures\blocks\planks_oak.png,0,0,255,255
textures\blocks\planks_spruce.png,0,0,255,255
textures\blocks\plenty_pottery_pattern.png,0,0,255,255
textures\blocks\pointed_dripstone_down_base.png,0,0,255,255
textures\blocks\pointed_dripstone_down_frustum.png,0,0,255,255
textures\blocks\pointed_dripstone_down_merge.png,0,0,255,255
textures\blocks\pointed_dripstone_down_middle.png,0,0,255,255
textures\blocks\pointed_dripstone_down_tip.png,0,0,255,255
textures\blocks\pointed_dripstone_up_base.png,0,0,255,255
textures\blocks\pointed_dripstone_up_frustum.png,0,0,255,255
textures\blocks\pointed_dripstone_up_merge.png,0,0,255,255
textures\blocks\pointed_dripstone_up_middle.png,0,0,255,255
textures\blocks\pointed_dripstone_up_tip.png,0,0,255,255
textures\blocks\polished_basalt_side.png,0,0,255,255
textures\blocks\polished_basalt_top.png,0,0,255,255
textures\blocks\polished_blackstone.png,0,0,255,255
textures\blocks\polished_blackstone_bricks.png,0,0,255,255
textures\blocks\polished_tuff.png,0,0,255,255
textures\blocks\portal.png,0,0,255,255
textures\blocks\portal_placeholder.png,0,0,255,255
textures\blocks\potatoes_stage_0.png,0,0,255,255
textures\blocks\potatoes_stage_1.png,0,0,255,255
textures\blocks\potatoes_stage_2.png,0,0,255,255
textures\blocks\potatoes_stage_3.png,0,0,255,255
textures\blocks\potted_azalea_bush_plant.png,0,0,255,255
textures\blocks\potted_azalea_bush_side.png,0,0,255,255
textures\blocks\potted_azalea_bush_top.png,0,0,255,255
textures\blocks\potted_flowering_azalea_bush_plant.png,0,0,255,255
textures\blocks\potted_flowering_azalea_bush_side.png,0,0,255,255
textures\blocks\potted_flowering_azalea_bush_top.png,0,0,255,255
textures\blocks\powder_snow.png,0,0,255,255
textures\blocks\prismarine_bricks.png,0,0,255,255
textures\blocks\prismarine_dark.png,0,0,255,255
textures\blocks\prismarine_rough.png,0,0,255,255
textures\blocks\prize_pottery_pattern.png,0,0,255,255
textures\blocks\pumpkin_face_off.png,0,0,255,255
textures\blocks\pumpkin_face_on.png,0,0,255,255
textures\blocks\pumpkin_side.png,0,0,255,255
textures\blocks\pumpkin_stem_connected.png,0,0,255,255
textures\blocks\pumpkin_stem_disconnected.png,0,0,255,255
textures\blocks\pumpkin_top.png,0,0,255,255
textures\blocks\purpur_block.png,0,0,255,255
textures\blocks\purpur_pillar.png,0,0,255,255
textures\blocks\purpur_pillar_top.png,0,0,255,255
textures\blocks\quartz_block_bottom.png,0,0,255,255
textures\blocks\quartz_block_chiseled.png,0,0,255,255
textures\blocks\quartz_block_chiseled_top.png,0,0,255,255
textures\blocks\quartz_block_lines.png,0,0,255,255
textures\blocks\quartz_block_lines_top.png,0,0,255,255
textures\blocks\quartz_block_side.png,0,0,255,255
textures\blocks\quartz_block_top.png,0,0,255,255
textures\blocks\quartz_bricks.png,0,0,255,255
textures\blocks\quartz_ore.png,0,0,255,255
textures\blocks\rail_activator.png,0,0,255,255
textures\blocks\rail_activator_powered.png,0,0,255,255
textures\blocks\rail_detector.png,0,0,255,255
textures\blocks\rail_detector_powered.png,0,0,255,255
textures\blocks\rail_golden.png,0,0,255,255
textures\blocks\rail_golden_powered.png,0,0,255,255
textures\blocks\rail_normal.png,0,0,255,255
textures\blocks\rail_normal_turned.png,0,0,255,255
textures\blocks\raw_copper_block.png,0,0,255,255
textures\blocks\raw_gold_block.png,0,0,255,255
textures\blocks\raw_iron_block.png,0,0,255,255
textures\blocks\reactor_core_stage_0.png,0,0,255,255
textures\blocks\reactor_core_stage_1.png,0,0,255,255
textures\blocks\reactor_core_stage_2.png,0,0,255,255
textures\blocks\red_nether_brick.png,0,0,255,255
textures\blocks\red_sand.png,0,0,255,255
textures\blocks\red_sandstone_bottom.png,0,0,255,255
textures\blocks\red_sandstone_carved.png,0,0,255,255
textures\blocks\red_sandstone_normal.png,0,0,255,255
textures\blocks\red_sandstone_smooth.png,0,0,255,255
textures\blocks\red_sandstone_top.png,0,0,255,255
textures\blocks\redstone_block.png,0,0,255,255
textures\blocks\redstone_dust_cross.png,0,0,255,255
textures\blocks\redstone_dust_line.png,0,0,255,255
textures\blocks\redstone_lamp_off.png,0,0,255,255
textures\blocks\redstone_lamp_on.png,0,0,255,255
textures\blocks\redstone_ore.png,0,0,255,255
textures\blocks\redstone_torch_off.png,0,0,255,255
textures\blocks\redstone_torch_on.png,0,0,255,255
textures\blocks\reeds.png,0,0,255,255
textures\blocks\reeds.tga,0,0,255,255
textures\blocks\reinforced_deepslate_bottom.png,0,0,255,255
textures\blocks\reinforced_deepslate_side.png,0,0,255,255
textures\blocks\reinforced_deepslate_top.png,0,0,255,255
textures\blocks\repeater_off.png,0,0,255,255
textures\blocks\repeater_on.png,0,0,255,255
textures\blocks\repeating_command_block_back.png,0,0,255,255
textures\blocks\repeating_command_block_back_mipmap.png,0,0,255,255
textures\blocks\repeating_command_block_conditional.png,0,0,255,255
textures\blocks\repeating_command_block_conditional_mipmap.png,0,0,255,255
textures\blocks\repeating_command_block_front.png,0,0,255,255
textures\blocks\repeating_command_block_front_mipmap.png,0,0,255,255
textures\blocks\repeating_command_block_side.png,0,0,255,255
textures\blocks\repeating_command_block_side_mipmap.png,0,0,255,255
textures\blocks\respawn_anchor_bottom.png,0,0,255,255
textures\blocks\respawn_anchor_side0.png,0,0,255,255
textures\blocks\respawn_anchor_side1.png,0,0,255,255
textures\blocks\respawn_anchor_side2.png,0,0,255,255
textures\blocks\respawn_anchor_side3.png,0,0,255,255
textures\blocks\respawn_anchor_side4.png,0,0,255,255
textures\blocks\respawn_anchor_top.png,0,0,255,255
textures\blocks\respawn_anchor_top_off.png,0,0,255,255
textures\blocks\sand.png,0,0,255,255
textures\blocks\sandstone_bottom.png,0,0,255,255
textures\blocks\sandstone_carved.png,0,0,255,255
textures\blocks\sandstone_normal.png,0,0,255,255
textures\blocks\sandstone_smooth.png,0,0,255,255
textures\blocks\sandstone_top.png,0,0,255,255
textures\blocks\sapling_acacia.png,0,0,255,255
textures\blocks\sapling_birch.png,0,0,255,255
textures\blocks\sapling_jungle.png,0,0,255,255
textures\blocks\sapling_oak.png,0,0,255,255
textures\blocks\sapling_roofed_oak.png,0,0,255,255
textures\blocks\sapling_spruce.png,0,0,255,255
textures\blocks\scaffolding_bottom.png,0,0,255,255
textures\blocks\scaffolding_bottom.tga,0,0,255,255
textures\blocks\scaffolding_side.png,0,0,255,255
textures\blocks\scaffolding_side.tga,0,0,255,255
textures\blocks\scaffolding_top.png,0,0,255,255
textures\blocks\scaffolding_top.tga,0,0,255,255
textures\blocks\scrape_pottery_pattern.png,0,0,255,255
textures\blocks\sculk.png,0,0,255,255
textures\blocks\sculk_catalyst_bottom.png,0,0,255,255
textures\blocks\sculk_catalyst_side.png,0,0,255,255
textures\blocks\sculk_catalyst_side_bloom.png,0,0,255,255
textures\blocks\sculk_catalyst_top.png,0,0,255,255
textures\blocks\sculk_catalyst_top_bloom.png,0,0,255,255
textures\blocks\sculk_sensor_bottom.png,0,0,255,255
textures\blocks\sculk_sensor_side.png,0,0,255,255
textures\blocks\sculk_sensor_tendril_active.png,0,0,255,255
textures\blocks\sculk_sensor_tendril_inactive.png,0,0,255,255
textures\blocks\sculk_sensor_top.png,0,0,255,255
textures\blocks\sculk_shrieker_bottom.png,0,0,255,255
textures\blocks\sculk_shrieker_can_summon_inner_top.png,0,0,255,255
textures\blocks\sculk_shrieker_inner_top.png,0,0,255,255
textures\blocks\sculk_shrieker_side.png,0,0,255,255
textures\blocks\sculk_shrieker_top.png,0,0,255,255
textures\blocks\sculk_vein.png,0,0,255,255
textures\blocks\sea_lantern.png,0,0,255,255
textures\blocks\sea_pickle.png,0,0,255,255
textures\blocks\seagrass.png,0,0,255,255
textures\blocks\seagrass_carried.png,0,0,255,255
textures\blocks\seagrass_doubletall_bottom_a.png,0,0,255,255
textures\blocks\seagrass_doubletall_bottom_a.tga,0,0,255,255
textures\blocks\seagrass_doubletall_bottom_b.png,0,0,255,255
textures\blocks\seagrass_doubletall_bottom_b.tga,0,0,255,255
textures\blocks\seagrass_doubletall_top_a.png,0,0,255,255
textures\blocks\seagrass_doubletall_top_a.tga,0,0,255,255
textures\blocks\seagrass_doubletall_top_b.png,0,0,255,255
textures\blocks\seagrass_doubletall_top_b.tga,0,0,255,255
textures\blocks\sheaf_pottery_pattern.png,0,0,255,255
textures\blocks\shelter_pottery_pattern.png,0,0,255,255
textures\blocks\shroomlight.png,0,0,255,255
textures\blocks\shulker_top_black.png,0,0,255,255
textures\blocks\shulker_top_blue.png,0,0,255,255
textures\blocks\shulker_top_brown.png,0,0,255,255
textures\blocks\shulker_top_cyan.png,0,0,255,255
textures\blocks\shulker_top_gray.png,0,0,255,255
textures\blocks\shulker_top_green.png,0,0,255,255
textures\blocks\shulker_top_light_blue.png,0,0,255,255
textures\blocks\shulker_top_lime.png,0,0,255,255
textures\blocks\shulker_top_magenta.png,0,0,255,255
textures\blocks\shulker_top_orange.png,0,0,255,255
textures\blocks\shulker_top_pink.png,0,0,255,255
textures\blocks\shulker_top_purple.png,0,0,255,255
textures\blocks\shulker_top_red.png,0,0,255,255
textures\blocks\shulker_top_silver.png,0,0,255,255
textures\blocks\shulker_top_undyed.png,0,0,255,255
textures\blocks\shulker_top_white.png,0,0,255,255
textures\blocks\shulker_top_yellow.png,0,0,255,255
textures\blocks\skull_pottery_pattern.png,0,0,255,255
textures\blocks\slime.png,0,0,255,255
textures\blocks\small_amethyst_bud.png,0,0,255,255
textures\blocks\small_dripleaf_side.png,0,0,255,255
textures\blocks\small_dripleaf_stem_bottom.png,0,0,255,255
textures\blocks\small_dripleaf_stem_top.png,0,0,255,255
textures\blocks\small_dripleaf_top.png,0,0,255,255
textures\blocks\smithing_table_bottom.png,0,0,255,255
textures\blocks\smithing_table_front.png,0,0,255,255
textures\blocks\smithing_table_side.png,0,0,255,255
textures\blocks\smithing_table_top.png,0,0,255,255
textures\blocks\smoker_bottom.png,0,0,255,255
textures\blocks\smoker_front_off.png,0,0,255,255
textures\blocks\smoker_front_on.png,0,0,255,255
textures\blocks\smoker_side.png,0,0,255,255
textures\blocks\smoker_top.png,0,0,255,255
textures\blocks\smooth_basalt.png,0,0,255,255
textures\blocks\sniffer_egg_not_cracked_bottom.png,0,0,255,255
textures\blocks\sniffer_egg_not_cracked_east.png,0,0,255,255
textures\blocks\sniffer_egg_not_cracked_north.png,0,0,255,255
textures\blocks\sniffer_egg_not_cracked_south.png,0,0,255,255
textures\blocks\sniffer_egg_not_cracked_top.png,0,0,255,255
textures\blocks\sniffer_egg_not_cracked_west.png,0,0,255,255
textures\blocks\sniffer_egg_slightly_cracked_bottom.png,0,0,255,255
textures\blocks\sniffer_egg_slightly_cracked_east.png,0,0,255,255
textures\blocks\sniffer_egg_slightly_cracked_north.png,0,0,255,255
textures\blocks\sniffer_egg_slightly_cracked_south.png,0,0,255,255
textures\blocks\sniffer_egg_slightly_cracked_top.png,0,0,255,255
textures\blocks\sniffer_egg_slightly_cracked_west.png,0,0,255,255
textures\blocks\sniffer_egg_very_cracked_bottom.png,0,0,255,255
textures\blocks\sniffer_egg_very_cracked_east.png,0,0,255,255
textures\blocks\sniffer_egg_very_cracked_north.png,0,0,255,255
textures\blocks\sniffer_egg_very_cracked_south.png,0,0,255,255
textures\blocks\sniffer_egg_very_cracked_top.png,0,0,255,255
textures\blocks\sniffer_egg_very_cracked_west.png,0,0,255,255
textures\blocks\snort_pottery_pattern.png,0,0,255,255
textures\blocks\snow.png,0,0,255,255
textures\blocks\soul_campfire.png,0,0,255,255
textures\blocks\soul_campfire_log_lit.png,0,0,255,255
textures\blocks\soul_fire_0.png,0,0,255,255
textures\blocks\soul_fire_1.png,0,0,255,255
textures\blocks\soul_lantern.png,0,0,255,255
textures\blocks\soul_sand.png,0,0,255,255
textures\blocks\soul_soil.png,0,0,255,255
textures\blocks\soul_torch.png,0,0,255,255
textures\blocks\sponge.png,0,0,255,255
textures\blocks\sponge_wet.png,0,0,255,255
textures\blocks\spore_blossom.png,0,0,255,255
textures\blocks\spore_blossom_base.png,0,0,255,255
textures\blocks\spruce_trapdoor.png,0,0,255,255
textures\blocks\stone.png,0,0,255,255
textures\blocks\stone_andesite.png,0,0,255,255
textures\blocks\stone_andesite_smooth.png,0,0,255,255
textures\blocks\stone_diorite.png,0,0,255,255
textures\blocks\stone_diorite_smooth.png,0,0,255,255
textures\blocks\stone_granite.png,0,0,255,255
textures\blocks\stone_granite_smooth.png,0,0,255,255
textures\blocks\stone_slab_side.png,0,0,255,255
textures\blocks\stone_slab_top.png,0,0,255,255
textures\blocks\stonebrick.png,0,0,255,255
textures\blocks\stonebrick_carved.png,0,0,255,255
textures\blocks\stonebrick_cracked.png,0,0,255,255
textures\blocks\stonebrick_mossy.png,0,0,255,255
textures\blocks\stonecutter2_bottom.png,0,0,255,255
textures\blocks\stonecutter2_saw.png,0,0,255,255
textures\blocks\stonecutter2_saw.tga,0,0,255,255
textures\blocks\stonecutter2_side.png,0,0,255,255
textures\blocks\stonecutter2_top.png,0,0,255,255
textures\blocks\stonecutter_bottom.png,0,0,255,255
textures\blocks\stonecutter_other_side.png,0,0,255,255
textures\blocks\stonecutter_side.png,0,0,255,255
textures\blocks\stonecutter_top.png,0,0,255,255
textures\blocks\stripped_acacia_log.png,0,0,255,255
textures\blocks\stripped_acacia_log_top.png,0,0,255,255
textures\blocks\stripped_bamboo_block.png,0,0,255,255
textures\blocks\stripped_bamboo_block_top.png,0,0,255,255
textures\blocks\stripped_birch_log.png,0,0,255,255
textures\blocks\stripped_birch_log_top.png,0,0,255,255
textures\blocks\stripped_cherry_log_side.png,0,0,255,255
textures\blocks\stripped_cherry_log_top.png,0,0,255,255
textures\blocks\stripped_dark_oak_log.png,0,0,255,255
textures\blocks\stripped_dark_oak_log_top.png,0,0,255,255
textures\blocks\stripped_jungle_log.png,0,0,255,255
textures\blocks\stripped_jungle_log_top.png,0,0,255,255
textures\blocks\stripped_mangrove_log_side.png,0,0,255,255
textures\blocks\stripped_mangrove_log_top.png,0,0,255,255
